UNIPROT	KEGGID	ID	SYMBOL	GENE_DESCRIPTION
O43617	hsa:27095	27095	TRAPPC3	 trafficking protein particle complex 3
O43633	hsa:27243	27243	CHMP2A	 charged multivesicular body protein 2A
O43639	hsa:8440	8440	NCK2	 NCK adaptor protein 2
O43657	hsa:7105	7105	TSPAN6	 tetraspanin 6
O43660	hsa:5356	5356	PLRG1	 pleiotropic regulator 1
O43663	hsa:9055	9055	PRC1	 protein regulator of cytokinesis 1
O43665	hsa:6001	6001	RGS10	 regulator of G protein signaling 10
O43670	hsa:7756	7756	ZNF207	 zinc finger protein 207
O43674	hsa:4711	4711	NDUFB5	 NADH:ubiquinone oxidoreductase subunit B5
O43676	hsa:4709	4709	NDUFB3	 NADH:ubiquinone oxidoreductase subunit B3
O43677	hsa:4717	4717	NDUFC1	 NADH:ubiquinone oxidoreductase subunit C1
O43678	hsa:4695	4695	NDUFA2	 NADH:ubiquinone oxidoreductase subunit A2
O43681	hsa:439	439	ASNA1	" arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)"
O43683	hsa:699	699	BUB1	 BUB1 mitotic checkpoint serine/threonine kinase
O43684	hsa:9184	9184	BUB3	" BUB3, mitotic checkpoint protein"
O43688	hsa:8612	8612	PLPP2	 phospholipid phosphatase 2
O43707	hsa:81	81	ACTN4	 actinin alpha 4
O43708	hsa:2954	2954	GSTZ1	 glutathione S-transferase zeta 1
O43709	hsa:114049	114049	BUD23	" BUD23, rRNA methyltransferase and ribosome maturation factor"
O43715	hsa:51499	51499	TRIAP1	 TP53 regulated inhibitor of apoptosis 1
O43716	hsa:283459	283459	GATC	 glutamyl-tRNA amidotransferase subunit C
O43719	hsa:27336	27336	HTATSF1	 HIV-1 Tat specific factor 1
O43731	hsa:11015	11015	KDELR3	 KDEL endoplasmic reticulum protein retention receptor 3
O43734	hsa:10758	10758	TRAF3IP2	 TRAF3 interacting protein 2
O43739	hsa:9265	9265	CYTH3	 cytohesin 3
O43741	hsa:5565	5565	PRKAB2	 protein kinase AMP-activated non-catalytic subunit beta 2
O43747	hsa:164	164	AP1G1	 adaptor related protein complex 1 gamma 1 subunit
O43752	hsa:10228	10228	STX6	 syntaxin 6
O43760	hsa:9144	9144	SYNGR2	 synaptogyrin 2
O43765	hsa:6449	6449	SGTA	 small glutamine rich tetratricopeptide repeat containing alpha
O43766	hsa:11019	11019	LIAS	 lipoic acid synthetase
O43768	hsa:2029	2029	ENSA	 endosulfine alpha
O43776	hsa:4677	4677	NARS	 asparaginyl-tRNA synthetase
O43791	hsa:8405	8405	SPOP	 speckle type BTB/POZ protein
O43795	hsa:4430	4430	MYO1B	 myosin IB
O43805	hsa:8636	8636	SSNA1	 SS nuclear autoantigen 1
O43808	hsa:10478	10478	SLC25A17	 solute carrier family 25 member 17
O43809	hsa:11051	11051	NUDT21	 nudix hydrolase 21
O43813	hsa:10314	10314	LANCL1	 LanC like 1
O43815	hsa:6801	6801	STRN	 striatin
O43818	hsa:9136	9136	RRP9	" ribosomal RNA processing 9, U3 small nucleolar RNA binding protein"
O43822	hsa:755	755	C21orf2	 chromosome 21 open reading frame 2
O43823	hsa:10270	10270	AKAP8	 A-kinase anchoring protein 8
O43826	hsa:2542	2542	SLC37A4	 solute carrier family 37 member 4
O43837	hsa:3420	3420	IDH3B	 isocitrate dehydrogenase 3 (NAD(+)) beta
O43847	hsa:4898	4898	NRDC	 nardilysin convertase
O43852	hsa:813	813	CALU	 calumenin
O43854	hsa:10085	10085	EDIL3	 EGF like repeats and discoidin domains 3
O43865	hsa:10768	10768	AHCYL1	 adenosylhomocysteinase like 1
O43896	hsa:10749	10749	KIF1C	 kinesin family member 1C
O43903	hsa:2620	2620	GAS2	 growth arrest specific 2
O43913	hsa:5001	5001	ORC5	 origin recognition complex subunit 5
O43920	hsa:4725	4725	NDUFS5	 NADH:ubiquinone oxidoreductase subunit S5
O43924	hsa:5147	5147	PDE6D	 phosphodiesterase 6D
O43929	hsa:5000	5000	ORC4	 origin recognition complex subunit 4
O60216	hsa:5885	5885	RAD21	 RAD21 cohesin complex component
O60220	hsa:1678	1678	TIMM8A	 translocase of inner mitochondrial membrane 8A
O60231	hsa:8449	8449	DHX16	 DEAH-box helicase 16
O60232	hsa:10534	10534	SSSCA1	 Sjogren syndrome/scleroderma autoantigen 1
O60238	hsa:665	665	BNIP3L	 BCL2 interacting protein 3 like
O60244	hsa:9282	9282	MED14	 mediator complex subunit 14
O60256	hsa:5636	5636	PRPSAP2	 phosphoribosyl pyrophosphate synthetase associated protein 2
O60264	hsa:8467	8467	SMARCA5	" SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"
O60268	hsa:9764	9764	KIAA0513	
O60271	hsa:9043	9043	SPAG9	 sperm associated antigen 9
O60279	hsa:26032	26032	SUSD5	 sushi domain containing 5
O60281	hsa:23036	23036	ZNF292	 zinc finger protein 292
O60282	hsa:3800	3800	KIF5C	 kinesin family member 5C
O60287	hsa:9875	9875	URB1	 URB1 ribosome biogenesis 1 homolog (S. cerevisiae)
O60291	hsa:23295	23295	MGRN1	 mahogunin ring finger 1
O60292	hsa:23094	23094	SIPA1L3	 signal induced proliferation associated 1 like 3
O60293	hsa:196441	196441	ZFC3H1	 zinc finger C3H1-type containing
O60294	hsa:9836	9836	LCMT2	 leucine carboxyl methyltransferase 2
O60296	hsa:66008	66008	TRAK2	 trafficking kinesin protein 2
O60306	hsa:9716	9716	AQR	 aquarius intron-binding spliceosomal factor
O60313	hsa:4976	4976	OPA1	" OPA1, mitochondrial dynamin like GTPase"
O60318	hsa:8888	8888	MCM3AP	 minichromosome maintenance complex component 3 associated protein
O60331	hsa:23396	23396	PIP5K1C	 phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
O60333	hsa:23095	23095	KIF1B	 kinesin family member 1B
O60337	hsa:10299	10299	Mar-06	 membrane associated ring-CH-type finger 6
O60341	hsa:23028	23028	KDM1A	 lysine demethylase 1A
O60343	hsa:9882	9882	TBC1D4	 TBC1 domain family member 4
O60344	hsa:9718	9718	ECE2	 endothelin converting enzyme 2
O60353	hsa:8323	8323	FZD6	 frizzled class receptor 6
O60427	hsa:3992	3992	FADS1	 fatty acid desaturase 1
O60443	hsa:1687	1687	DFNA5	" DFNA5, deafness associated tumor suppressor"
O60447	hsa:7813	7813	EVI5	 ecotropic viral integration site 5
O60476	hsa:10905	10905	MAN1A2	 mannosidase alpha class 1A member 2
O60488	hsa:2182	2182	ACSL4	 acyl-CoA synthetase long chain family member 4
O60493	hsa:8724	8724	SNX3	 sorting nexin 3
O60499	hsa:8677	8677	STX10	 syntaxin 10
O60502	hsa:10724	10724	MGEA5	 meningioma expressed antigen 5 (hyaluronidase)
O60503	hsa:115	115	ADCY9	 adenylate cyclase 9
O60504	hsa:10174	10174	SORBS3	 sorbin and SH3 domain containing 3
O60506	hsa:10492	10492	SYNCRIP	 synaptotagmin binding cytoplasmic RNA interacting protein
O60507	hsa:8460	8460	TPST1	 tyrosylprotein sulfotransferase 1
O60508	hsa:51362	51362	CDC40	 cell division cycle 40
O60513	hsa:8702	8702	B4GALT4	" beta-1,4-galactosyltransferase 4"
O60518	hsa:26953	26953	RANBP6	 RAN binding protein 6
O60524	hsa:9147	9147	NEMF	 nuclear export mediator factor
O60547	hsa:2762	2762	GMDS	" GDP-mannose 4,6-dehydratase"
O60551	hsa:9397	9397	NMT2	 N-myristoyltransferase 2
O60563	hsa:904	904	CCNT1	 cyclin T1
O60566	hsa:701	701	BUB1B	 BUB1 mitotic checkpoint serine/threonine kinase B
O60568	hsa:8985	8985	PLOD3	" procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"
O60573	hsa:9470	9470	EIF4E2	 eukaryotic translation initiation factor 4E family member 2
O60583	hsa:905	905	CCNT2	 cyclin T2
O60610	hsa:1729	1729	DIAPH1	 diaphanous related formin 1
O60613	hsa:9403	9403	SELENOF	 selenoprotein F
O60645	hsa:11336	11336	EXOC3	 exocyst complex component 3
O60664	hsa:10226	10226	PLIN3	 perilipin 3
O60671	hsa:5810	5810	RAD1	 RAD1 checkpoint DNA exonuclease
O60678	hsa:10196	10196	PRMT3	 protein arginine methyltransferase 3
O60684	hsa:23633	23633	KPNA6	 karyopherin subunit alpha 6
O60701	hsa:7358	7358	UGDH	 UDP-glucose 6-dehydrogenase
O60704	hsa:8459	8459	TPST2	 tyrosylprotein sulfotransferase 2
O60711	hsa:9404	9404	LPXN	 leupaxin
O60716	hsa:1500	1500	CTNND1	 catenin delta 1
O60725	hsa:23463	23463	ICMT	 isoprenylcysteine carboxyl methyltransferase
O60732	hsa:9947	9947	MAGEC1	 MAGE family member C1
O60739	hsa:10289	10289	EIF1B	 eukaryotic translation initiation factor 1B
O60749	hsa:6643	6643	SNX2	 sorting nexin 2
O60762	hsa:8813	8813	DPM1	" dolichyl-phosphate mannosyltransferase subunit 1, catalytic"
O60763	hsa:8615	8615	USO1	 USO1 vesicle transport factor
O60779	hsa:10560	10560	SLC19A2	 solute carrier family 19 member 2
O60783	hsa:63931	63931	MRPS14	 mitochondrial ribosomal protein S14
O60784	hsa:10043	10043	TOM1	 target of myb1 membrane trafficking protein
O60825	hsa:5208	5208	PFKFB2	" 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
O60826	hsa:28952	28952	CCDC22	 coiled-coil domain containing 22
O60828	hsa:10084	10084	PQBP1	 polyglutamine binding protein 1
O60830	hsa:10245	10245	TIMM17B	 translocase of inner mitochondrial membrane 17B
O60831	hsa:11230	11230	PRAF2	 PRA1 domain family member 2
O60832	hsa:1736	1736	DKC1	 dyskerin pseudouridine synthase 1
O60841	hsa:9669	9669	EIF5B	 eukaryotic translation initiation factor 5B
O60869	hsa:8721	8721	EDF1	 endothelial differentiation related factor 1
O60870	hsa:22944	22944	KIN	 Kin17 DNA and RNA binding protein
O60879	hsa:1730	1730	DIAPH2	 diaphanous related formin 2
O60884	hsa:10294	10294	DNAJA2	 DnaJ heat shock protein family (Hsp40) member A2
O60885	hsa:23476	23476	BRD4	 bromodomain containing 4
O60888	hsa:51596	51596	CUTA	 cutA divalent cation tolerance homolog
O60890	hsa:4983	4983	OPHN1	 oligophrenin 1
O60907	hsa:6907	6907	TBL1X	 transducin beta like 1X-linked
O60921	hsa:3364	3364	HUS1	 HUS1 checkpoint clamp component
O60925	hsa:5201	5201	PFDN1	 prefoldin subunit 1
O60927	hsa:6992	6992	PPP1R11	 protein phosphatase 1 regulatory inhibitor subunit 11
O60934	hsa:4683	4683	NBN	 nibrin
O60936	hsa:8996	8996	NOL3	 nucleolar protein 3
O60941	hsa:1838	1838	DTNB	 dystrobrevin beta
O60942	hsa:8732	8732	RNGTT	 RNA guanylyltransferase and 5'-phosphatase
O75027	hsa:22	22	ABCB7	 ATP binding cassette subfamily B member 7
O75031	hsa:11077	11077	HSF2BP	 heat shock transcription factor 2 binding protein
O75044	hsa:23380	23380	SRGAP2	 SLIT-ROBO Rho GTPase activating protein 2
O75054	hsa:3321	3321	IGSF3	 immunoglobulin superfamily member 3
O75061	hsa:9829	9829	DNAJC6	 DnaJ heat shock protein family (Hsp40) member C6
O75063	hsa:9917	9917	FAM20B	" FAM20B, glycosaminoglycan xylosylkinase"
O75072	hsa:2218	2218	FKTN	 fukutin
O75083	hsa:9948	9948	WDR1	 WD repeat domain 1
O75093	hsa:6585	6585	SLIT1	 slit guidance ligand 1
O75110	hsa:10079	10079	ATP9A	 ATPase phospholipid transporting 9A (putative)
O75113	hsa:9683	9683	N4BP1	 NEDD4 binding protein 1
O75116	hsa:9475	9475	ROCK2	 Rho associated coiled-coil containing protein kinase 2
O75122	hsa:23122	23122	CLASP2	 cytoplasmic linker associated protein 2
O75127	hsa:26024	26024	PTCD1	 pentatricopeptide repeat domain 1
O75131	hsa:8895	8895	CPNE3	 copine 3
O75132	hsa:9889	9889	ZBED4	 zinc finger BED-type containing 4
O75143	hsa:9776	9776	ATG13	 autophagy related 13
O75145	hsa:8541	8541	PPFIA3	 PTPRF interacting protein alpha 3
O75146	hsa:9026	9026	HIP1R	 huntingtin interacting protein 1 related
O75147	hsa:23363	23363	OBSL1	 obscurin like 1
O75150	hsa:9810	9810	RNF40	 ring finger protein 40
O75151	hsa:5253	5253	PHF2	 PHD finger protein 2
O75152	hsa:9877	9877	ZC3H11A	 zinc finger CCCH-type containing 11A
O75153	hsa:23277	23277	CLUH	 clustered mitochondria homolog
O75157	hsa:9819	9819	TSC22D2	 TSC22 domain family member 2
O75164	hsa:9682	9682	KDM4A	 lysine demethylase 4A
O75165	hsa:23317	23317	DNAJC13	 DnaJ heat shock protein family (Hsp40) member C13
O75167	hsa:9749	9749	PHACTR2	 phosphatase and actin regulator 2
O75170	hsa:9701	9701	PPP6R2	 protein phosphatase 6 regulatory subunit 2
O75175	hsa:4849	4849	CNOT3	 CCR4-NOT transcription complex subunit 3
O75179	hsa:26057	26057	ANKRD17	 ankyrin repeat domain 17
O75182	hsa:23309	23309	SIN3B	 SIN3 transcription regulator family member B
O75190	hsa:10049	10049	DNAJB6	 DnaJ heat shock protein family (Hsp40) member B6
O75191	hsa:9942	9942	XYLB	 xylulokinase
O75204	hsa:55654	55654	TMEM127	 transmembrane protein 127
O75208	hsa:57017	57017	COQ9	 coenzyme Q9
O75223	hsa:79017	79017	GGCT	 gamma-glutamylcyclotransferase
O75251	hsa:374291	374291	NDUFS7	 NADH:ubiquinone oxidoreductase core subunit S7
O75306	hsa:4720	4720	NDUFS2	 NADH:ubiquinone oxidoreductase core subunit S2
O75312	hsa:8882	8882	ZPR1	 ZPR1 zinc finger
O75319	hsa:8446	8446	DUSP11	 dual specificity phosphatase 11
O75323	hsa:2631	2631	NIPSNAP2	 nipsnap homolog 2
O75326	hsa:8482	8482	SEMA7A	 semaphorin 7A (John Milton Hagen blood group)
O75330	hsa:3161	3161	HMMR	 hyaluronan mediated motility receptor
O75334	hsa:8499	8499	PPFIA2	 PTPRF interacting protein alpha 2
O75340	hsa:10016	10016	PDCD6	 programmed cell death 6
O75347	hsa:6902	6902	TBCA	 tubulin folding cofactor A
O75348	hsa:9550	9550	ATP6V1G1	 ATPase H+ transporting V1 subunit G1
O75351	hsa:9525	9525	VPS4B	 vacuolar protein sorting 4 homolog B
O75352	hsa:9526	9526	MPDU1	 mannose-P-dolichol utilization defect 1
O75354	hsa:955	955	ENTPD6	 ectonucleoside triphosphate diphosphohydrolase 6 (putative)
O75356	hsa:957	957	ENTPD5	 ectonucleoside triphosphate diphosphohydrolase 5
O75362	hsa:7764	7764	ZNF217	 zinc finger protein 217
O75363	hsa:8537	8537	BCAS1	 breast carcinoma amplified sequence 1
O75367	hsa:9555	9555	H2AFY	 H2A histone family member Y
O75368	hsa:6451	6451	SH3BGRL	 SH3 domain binding glutamate rich protein like
O75369	hsa:2317	2317	FLNB	 filamin B
O75376	hsa:9611	9611	NCOR1	 nuclear receptor corepressor 1
O75379	hsa:8674	8674	VAMP4	 vesicle associated membrane protein 4
O75380	hsa:4726	4726	NDUFS6	 NADH:ubiquinone oxidoreductase subunit S6
O75381	hsa:5195	5195	PEX14	 peroxisomal biogenesis factor 14
O75382	hsa:10612	10612	TRIM3	 tripartite motif containing 3
O75385	hsa:8408	8408	ULK1	 unc-51 like autophagy activating kinase 1
O75386	hsa:7289	7289	TULP3	 tubby like protein 3
O75390	hsa:1431	1431	CS	 citrate synthase
O75391	hsa:9552	9552	SPAG7	 sperm associated antigen 7
O75394	hsa:9553	9553	MRPL33	 mitochondrial ribosomal protein L33
O75396	hsa:9554	9554	SEC22B	" SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)"
O75400	hsa:55660	55660	PRPF40A	 pre-mRNA processing factor 40 homolog A
O75410	hsa:6867	6867	TACC1	 transforming acidic coiled-coil containing protein 1
O75414	hsa:10201	10201	NME6	 NME/NM23 nucleoside diphosphate kinase 6
O75417	hsa:10721	10721	POLQ	 DNA polymerase theta
O75419	hsa:8318	8318	CDC45	 cell division cycle 45
O75420	hsa:64599	64599	GIGYF1	 GRB10 interacting GYF protein 1
O75427	hsa:4034	4034	LRCH4	 leucine rich repeats and calponin homology domain containing 4
O75431	hsa:10651	10651	MTX2	 metaxin 2
O75436	hsa:9559	9559	VPS26A	" VPS26, retromer complex component A"
O75438	hsa:4707	4707	NDUFB1	 NADH:ubiquinone oxidoreductase subunit B1
O75439	hsa:9512	9512	PMPCB	" peptidase, mitochondrial processing beta subunit"
O75446	hsa:8819	8819	SAP30	 Sin3A associated protein 30
O75448	hsa:9862	9862	MED24	 mediator complex subunit 24
O75449	hsa:11104	11104	KATNA1	 katanin catalytic subunit A1
O75459	hsa:8712	8712	PAGE1	 PAGE family member 1
O75475	hsa:11168	11168	PSIP1	 PC4 and SFRS1 interacting protein 1
O75477	hsa:10613	10613	ERLIN1	 ER lipid raft associated 1
O75489	hsa:4722	4722	NDUFS3	 NADH:ubiquinone oxidoreductase core subunit S3
O75494	hsa:10772	10772	SRSF10	 serine and arginine rich splicing factor 10
O75496	hsa:51053	51053	GMNN	" geminin, DNA replication inhibitor"
O75503	hsa:1203	1203	CLN5	" CLN5, intracellular trafficking protein"
O75506	hsa:3281	3281	HSBP1	 heat shock factor binding protein 1
O75521	hsa:10455	10455	ECI2	 enoyl-CoA delta isomerase 2
O75525	hsa:10656	10656	KHDRBS3	" KH RNA binding domain containing, signal transduction associated 3"
O75528	hsa:10474	10474	TADA3	 transcriptional adaptor 3
O75529	hsa:27097	27097	TAF5L	 TATA-box binding protein associated factor 5 like
O75530	hsa:8726	8726	EED	 embryonic ectoderm development
O75531	hsa:8815	8815	BANF1	 barrier to autointegration factor 1
O75533	hsa:23451	23451	SF3B1	 splicing factor 3b subunit 1
O75534	hsa:7812	7812	CSDE1	 cold shock domain containing E1
O75554	hsa:11193	11193	WBP4	 WW domain binding protein 4
O75569	hsa:8575	8575	PRKRA	 protein activator of interferon induced protein kinase EIF2AK2
O75570	hsa:9617	9617	MTRF1	 mitochondrial translation release factor 1
O75575	hsa:27297	27297	CRCP	 CGRP receptor component
O75581	hsa:4040	4040	LRP6	 LDL receptor related protein 6
O75582	hsa:9252	9252	RPS6KA5	 ribosomal protein S6 kinase A5
O75586	hsa:10001	10001	MED6	 mediator complex subunit 6
O75592	hsa:23077	23077	MYCBP2	" MYC binding protein 2, E3 ubiquitin protein ligase"
O75600	hsa:23464	23464	GCAT	 glycine C-acetyltransferase
O75607	hsa:10360	10360	NPM3	 nucleophosmin/nucleoplasmin 3
O75608	hsa:10434	10434	LYPLA1	 lysophospholipase I
O75616	hsa:26284	26284	ERAL1	 Era like 12S mitochondrial rRNA chaperone 1
O75629	hsa:8804	8804	CREG1	 cellular repressor of E1A stimulated genes 1
O75643	hsa:23020	23020	SNRNP200	 small nuclear ribonucleoprotein U5 subunit 200
O75648	hsa:55687	55687	TRMU	 tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
O75663	hsa:261726	261726	TIPRL	 TOR signaling pathway regulator
O75665	hsa:8481	8481	OFD1	" OFD1, centriole and centriolar satellite protein"
O75676	hsa:8986	8986	RPS6KA4	 ribosomal protein S6 kinase A4
O75683	hsa:6838	6838	SURF6	 surfeit 6
O75688	hsa:5495	5495	PPM1B	" protein phosphatase, Mg2+/Mn2+ dependent 1B"
O75691	hsa:27340	27340	UTP20	" UTP20, small subunit processome component"
O75694	hsa:9631	9631	NUP155	 nucleoporin 155
O75695	hsa:6102	6102	RP2	" RP2, ARL3 GTPase activating protein"
O75717	hsa:11169	11169	WDHD1	 WD repeat and HMG-box DNA binding protein 1
O75718	hsa:10491	10491	CRTAP	 cartilage associated protein
O75746	hsa:8604	8604	SLC25A12	 solute carrier family 25 member 12
O75781	hsa:5064	5064	PALM	 paralemmin
O75787	hsa:10159	10159	ATP6AP2	 ATPase H+ transporting accessory protein 2
O75792	hsa:10535	10535	RNASEH2A	 ribonuclease H2 subunit A
O75794	hsa:8872	8872	CDC123	 cell division cycle 123
O75808	hsa:6650	6650	CAPN15	 calpain 15
O75815	hsa:8412	8412	BCAR3	 breast cancer anti-estrogen resistance 3
O75817	hsa:10248	10248	POP7	" POP7 homolog, ribonuclease P/MRP subunit"
O75818	hsa:10799	10799	RPP40	 ribonuclease P/MRP subunit p40
O75821	hsa:8666	8666	EIF3G	 eukaryotic translation initiation factor 3 subunit G
O75822	hsa:8669	8669	EIF3J	 eukaryotic translation initiation factor 3 subunit J
O75828	hsa:874	874	CBR3	 carbonyl reductase 3
O75832	hsa:5716	5716	PSMD10	" proteasome 26S subunit, non-ATPase 10"
O75843	hsa:8906	8906	AP1G2	 adaptor related protein complex 1 gamma 2 subunit
O75844	hsa:10269	10269	ZMPSTE24	 zinc metallopeptidase STE24
O75864	hsa:284352	284352	PPP1R37	 protein phosphatase 1 regulatory subunit 37
O75865	hsa:79090	79090	TRAPPC6A	 trafficking protein particle complex 6A
O75874	hsa:3417	3417	IDH1	" isocitrate dehydrogenase (NADP(+)) 1, cytosolic"
O75879	hsa:5188	5188	GATB	 glutamyl-tRNA amidotransferase subunit B
O75881	hsa:9420	9420	CYP7B1	 cytochrome P450 family 7 subfamily B member 1
O75882	hsa:8455	8455	ATRN	 attractin
O75884	hsa:10741	10741	RBBP9	" RB binding protein 9, serine hydrolase"
O75886	hsa:10254	10254	STAM2	 signal transducing adaptor molecule 2
O75896	hsa:11334	11334	TUSC2	 tumor suppressor candidate 2
O75907	hsa:8694	8694	DGAT1	 diacylglycerol O-acyltransferase 1
O75909	hsa:8812	8812	CCNK	 cyclin K
O75911	hsa:9249	9249	DHRS3	 dehydrogenase/reductase 3
O75915	hsa:10550	10550	ARL6IP5	 ADP ribosylation factor like GTPase 6 interacting protein 5
O75923	hsa:8291	8291	DYSF	 dysferlin
O75925	hsa:8554	8554	PIAS1	 protein inhibitor of activated STAT 1
O75934	hsa:10286	10286	BCAS2	" BCAS2, pre-mRNA processing factor"
O75935	hsa:11258	11258	DCTN3	 dynactin subunit 3
O75937	hsa:22826	22826	DNAJC8	 DnaJ heat shock protein family (Hsp40) member C8
O75940	hsa:10285	10285	SMNDC1	 survival motor neuron domain containing 1
O75943	hsa:5884	5884	RAD17	 RAD17 checkpoint clamp loader component
O75947	hsa:10476	10476	ATP5H	" ATP synthase, H+ transporting, mitochondrial Fo complex subunit D"
O75953	hsa:25822	25822	DNAJB5	 DnaJ heat shock protein family (Hsp40) member B5
O75954	hsa:10867	10867	TSPAN9	 tetraspanin 9
O75955	hsa:10211	10211	FLOT1	 flotillin 1
O75962	hsa:7204	7204	TRIO	 trio Rho guanine nucleotide exchange factor
O75964	hsa:10632	10632	ATP5L	" ATP synthase, H+ transporting, mitochondrial Fo complex subunit G"
O75973	hsa:10882	10882	C1QL1	 complement C1q like 1
O75976	hsa:1362	1362	CPD	 carboxypeptidase D
O76003	hsa:10539	10539	GLRX3	 glutaredoxin 3
O76021	hsa:26156	26156	RSL1D1	 ribosomal L1 domain containing 1
O76024	hsa:7466	7466	WFS1	 wolframin ER transmembrane glycoprotein
O76031	hsa:10845	10845	CLPX	 caseinolytic mitochondrial matrix peptidase chaperone subunit
O76041	hsa:10529	10529	NEBL	 nebulette
O76054	hsa:23541	23541	SEC14L2	 SEC14 like lipid binding 2
O76071	hsa:9391	9391	CIAO1	 cytosolic iron-sulfur assembly component 1
O76074	hsa:8654	8654	PDE5A	 phosphodiesterase 5A
O76075	hsa:1677	1677	DFFB	 DNA fragmentation factor subunit beta
O76094	hsa:6731	6731	SRP72	 signal recognition particle 72
O77932	hsa:1797	1797	DXO	 decapping exoribonuclease
O94760	hsa:23576	23576	DDAH1	 dimethylarginine dimethylaminohydrolase 1
O94761	hsa:9401	9401	RECQL4	 RecQ like helicase 4
O94762	hsa:9400	9400	RECQL5	 RecQ like helicase 5
O94763	hsa:8725	8725	URI1	" URI1, prefoldin like chaperone"
O94766	hsa:26229	26229	B3GAT3	" beta-1,3-glucuronyltransferase 3"
O94768	hsa:9262	9262	STK17B	 serine/threonine kinase 17b
O94776	hsa:9219	9219	MTA2	 metastasis associated 1 family member 2
O94782	hsa:7398	7398	USP1	 ubiquitin specific peptidase 1
O94788	hsa:8854	8854	ALDH1A2	 aldehyde dehydrogenase 1 family member A2
