Uniprot Entry	Rep1	Rep2
>sp|P53999|TCP4_HUMAN Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens GN=SUB1 PE=1 SV=3	2074.85	1960.02
>sp|P52565|GDIR1_HUMAN Rho GDP-dissociation inhibitor 1 OS=Homo sapiens GN=ARHGDIA PE=1 SV=3	3155.78	3630.94
>sp|P21333-2|FLNA_HUMAN Isoform 2 of Filamin-A OS=Homo sapiens GN=FLNA	2868.95	2788.16
>sp|P39687|AN32A_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens GN=ANP32A PE=1 SV=1	3556.49	3000.46
">sp|P02533|K1C14_HUMAN Keratin, type I cytoskeletal 14 OS=Homo sapiens GN=KRT14 PE=1 SV=4"	25018.24	28123.53
>sp|P11413|G6PD_HUMAN Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens GN=G6PD PE=1 SV=4	1262.11	1119.18
">sp|O14556|G3PT_HUMAN Glyceraldehyde-3-phosphate dehydrogenase, testis-specific OS=Homo sapiens GN=GAPDHS PE=1 SV=2"	7180.19	1785.43
>sp|Q9H0U4|RAB1B_HUMAN Ras-related protein Rab-1B OS=Homo sapiens GN=RAB1B PE=1 SV=1	2154.76	1697.21
>sp|P62266|RS23_HUMAN 40S ribosomal protein S23 OS=Homo sapiens GN=RPS23 PE=1 SV=3	6558.84	6381.60
>sp|P22314|UBA1_HUMAN Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens GN=UBA1 PE=1 SV=3	3912.23	3945.59
>sp|P29692-2|EF1D_HUMAN Isoform 2 of Elongation factor 1-delta OS=Homo sapiens GN=EEF1D	3143.00	3253.60
>sp|Q15181|IPYR_HUMAN Inorganic pyrophosphatase OS=Homo sapiens GN=PPA1 PE=1 SV=2	4510.40	5494.26
>sp|P62906|RL10A_HUMAN 60S ribosomal protein L10a OS=Homo sapiens GN=RPL10A PE=1 SV=2	6968.70	7163.59
>sp|P62269|RS18_HUMAN 40S ribosomal protein S18 OS=Homo sapiens GN=RPS18 PE=1 SV=3	3391.09	5026.07
>sp|P36578|RL4_HUMAN 60S ribosomal protein L4 OS=Homo sapiens GN=RPL4 PE=1 SV=5	9143.83	6821.17
>sp|P62917|RL8_HUMAN 60S ribosomal protein L8 OS=Homo sapiens GN=RPL8 PE=1 SV=2	6866.23	6231.19
>sp|P18621|RL17_HUMAN 60S ribosomal protein L17 OS=Homo sapiens GN=RPL17 PE=1 SV=3	5096.55	5228.36
>sp|P46777|RL5_HUMAN 60S ribosomal protein L5 OS=Homo sapiens GN=RPL5 PE=1 SV=3	7976.07	5958.51
">sp|Q9BX68|HINT2_HUMAN Histidine triad nucleotide-binding protein 2, mitochondrial OS=Homo sapiens GN=HINT2 PE=1 SV=1"	553.04	271.24
>sp|Q92688-2|AN32B_HUMAN Isoform 2 of Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Homo sapiens GN=ANP32B	6114.72	2714.38
>sp|P06753|TPM3_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens GN=TPM3 PE=1 SV=1	4482.31	3685.89
">sp|Q07021|C1QBP_HUMAN Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Homo sapiens GN=C1QBP PE=1 SV=1"	5490.19	9185.28
>sp|Q14103-4|HNRPD_HUMAN Isoform 4 of Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens GN=HNRNPD	4534.16	2940.57
>sp|P17066|HSP76_HUMAN Heat shock 70 kDa protein 6 OS=Homo sapiens GN=HSPA6 PE=1 SV=2	4229.40	3847.34
>sp|P62913-2|RL11_HUMAN Isoform 2 of 60S ribosomal protein L11 OS=Homo sapiens GN=RPL11	5770.60	5273.52
>sp|Q6EEV6|SUMO4_HUMAN Small ubiquitin-related modifier 4 OS=Homo sapiens GN=SUMO4 PE=1 SV=2	2866.45	3092.74
>sp|P15311|EZRI_HUMAN Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4	2662.37	3354.71
">sp|P08779|K1C16_HUMAN Keratin, type I cytoskeletal 16 OS=Homo sapiens GN=KRT16 PE=1 SV=4"	13379.12	18605.90
>sp|Q14103-3|HNRPD_HUMAN Isoform 3 of Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens GN=HNRNPD	4437.71	2895.63
>sp|P62280|RS11_HUMAN 40S ribosomal protein S11 OS=Homo sapiens GN=RPS11 PE=1 SV=3	5124.75	6768.13
>sp|P46783|RS10_HUMAN 40S ribosomal protein S10 OS=Homo sapiens GN=RPS10 PE=1 SV=1	5116.95	4799.11
>sp|P62753|RS6_HUMAN 40S ribosomal protein S6 OS=Homo sapiens GN=RPS6 PE=1 SV=1	4057.27	5348.50
>sp|P78371|TCPB_HUMAN T-complex protein 1 subunit beta OS=Homo sapiens GN=CCT2 PE=1 SV=4	4886.18	4470.10
>sp|Q58FG1|HS904_HUMAN Putative heat shock protein HSP 90-alpha A4 OS=Homo sapiens GN=HSP90AA4P PE=5 SV=1	3347.29	3250.62
>sp|P62910|RL32_HUMAN 60S ribosomal protein L32 OS=Homo sapiens GN=RPL32 PE=1 SV=2	7674.89	4779.54
>sp|P27824|CALX_HUMAN Calnexin OS=Homo sapiens GN=CANX PE=1 SV=2	4148.68	4392.87
>sp|Q13162|PRDX4_HUMAN Peroxiredoxin-4 OS=Homo sapiens GN=PRDX4 PE=1 SV=1	6304.25	3120.38
>sp|P26599|PTBP1_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens GN=PTBP1 PE=1 SV=1	5747.67	4726.58
>sp|Q99729-3|ROAA_HUMAN Isoform 3 of Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB	4084.08	3507.56
>sp|P37837|TALDO_HUMAN Transaldolase OS=Homo sapiens GN=TALDO1 PE=1 SV=2	1850.42	2487.95
>sp|Q12905|ILF2_HUMAN Interleukin enhancer-binding factor 2 OS=Homo sapiens GN=ILF2 PE=1 SV=2	4268.07	3495.81
>sp|P61353|RL27_HUMAN 60S ribosomal protein L27 OS=Homo sapiens GN=RPL27 PE=1 SV=2	5539.77	7516.73
>sp|P46778|RL21_HUMAN 60S ribosomal protein L21 OS=Homo sapiens GN=RPL21 PE=1 SV=2	7349.98	7110.49
>sp|P63000|RAC1_HUMAN Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens GN=RAC1 PE=1 SV=1	2410.59	3085.71
>sp|P14866|HNRPL_HUMAN Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=1 SV=2	2841.27	3538.96
>sp|P26373|RL13_HUMAN 60S ribosomal protein L13 OS=Homo sapiens GN=RPL13 PE=1 SV=4	6762.67	5770.44
>sp|O60812|HNRCL_HUMAN Heterogeneous nuclear ribonucleoprotein C-like 1 OS=Homo sapiens GN=HNRNPCL1 PE=1 SV=1	9812.56	4306.35
>sp|P09972|ALDOC_HUMAN Fructose-bisphosphate aldolase C OS=Homo sapiens GN=ALDOC PE=1 SV=2	2586.53	2186.64
>sp|P62899|RL31_HUMAN 60S ribosomal protein L31 OS=Homo sapiens GN=RPL31 PE=1 SV=1	8011.11	5430.30
>sp|P27635|RL10_HUMAN 60S ribosomal protein L10 OS=Homo sapiens GN=RPL10 PE=1 SV=4	6180.28	5940.42
>sp|P52272|HNRPM_HUMAN Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens GN=HNRNPM PE=1 SV=3	3089.35	2612.22
>sp|P05204|HMGN2_HUMAN Non-histone chromosomal protein HMG-17 OS=Homo sapiens GN=HMGN2 PE=1 SV=3	2841.10	615.51
>sp|P15259|PGAM2_HUMAN Phosphoglycerate mutase 2 OS=Homo sapiens GN=PGAM2 PE=1 SV=3	5595.70	3333.40
>sp|P50454|SERPH_HUMAN Serpin H1 OS=Homo sapiens GN=SERPINH1 PE=1 SV=2	3096.66	1547.92
>sp|P55795|HNRH2_HUMAN Heterogeneous nuclear ribonucleoprotein H2 OS=Homo sapiens GN=HNRNPH2 PE=1 SV=1	2781.99	2800.80
>sp|P32969|RL9_HUMAN 60S ribosomal protein L9 OS=Homo sapiens GN=RPL9 PE=1 SV=1	4093.56	4930.23
>sp|P24844|MYL9_HUMAN Myosin regulatory light polypeptide 9 OS=Homo sapiens GN=MYL9 PE=1 SV=4	3177.42	3230.42
>sp|P56537|IF6_HUMAN Eukaryotic translation initiation factor 6 OS=Homo sapiens GN=EIF6 PE=1 SV=1	2035.68	3176.30
>sp|P42766|RL35_HUMAN 60S ribosomal protein L35 OS=Homo sapiens GN=RPL35 PE=1 SV=2	3686.06	4891.16
>sp|P57721|PCBP3_HUMAN Poly(rC)-binding protein 3 OS=Homo sapiens GN=PCBP3 PE=1 SV=2	1559.75	2335.07
>sp|P57721-4|PCBP3_HUMAN Isoform 4 of Poly(rC)-binding protein 3 OS=Homo sapiens GN=PCBP3	1559.75	2335.07
>sp|P30046|DOPD_HUMAN D-dopachrome decarboxylase OS=Homo sapiens GN=DDT PE=1 SV=3	9135.52	6582.03
>sp|P46776|RL27A_HUMAN 60S ribosomal protein L27a OS=Homo sapiens GN=RPL27A PE=1 SV=2	4659.72	5301.40
>sp|P60953|CDC42_HUMAN Cell division control protein 42 homolog OS=Homo sapiens GN=CDC42 PE=1 SV=2	2902.53	3542.53
>sp|P49368|TCPG_HUMAN T-complex protein 1 subunit gamma OS=Homo sapiens GN=CCT3 PE=1 SV=4	4408.42	3913.84
>sp|P61254|RL26_HUMAN 60S ribosomal protein L26 OS=Homo sapiens GN=RPL26 PE=1 SV=1	4171.05	4511.36
>sp|P62841|RS15_HUMAN 40S ribosomal protein S15 OS=Homo sapiens GN=RPS15 PE=1 SV=2	4167.34	4809.41
>sp|P51858|HDGF_HUMAN Hepatoma-derived growth factor OS=Homo sapiens GN=HDGF PE=1 SV=1	2362.69	4304.60
>sp|Q01518|CAP1_HUMAN Adenylyl cyclase-associated protein 1 OS=Homo sapiens GN=CAP1 PE=1 SV=5	2253.93	2672.19
>sp|P61586|RHOA_HUMAN Transforming protein RhoA OS=Homo sapiens GN=RHOA PE=1 SV=1	3703.88	3184.01
>sp|Q07955|SRSF1_HUMAN Serine/arginine-rich splicing factor 1 OS=Homo sapiens GN=SRSF1 PE=1 SV=2	2763.37	3170.80
>sp|P62820|RAB1A_HUMAN Ras-related protein Rab-1A OS=Homo sapiens GN=RAB1A PE=1 SV=3	2196.74	1765.52
>sp|P40429|RL13A_HUMAN 60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	7297.06	5279.91
>sp|Q9UK76|HN1_HUMAN Hematological and neurological expressed 1 protein OS=Homo sapiens GN=HN1 PE=1 SV=3	2158.63	2931.76
>sp|Q02878|RL6_HUMAN 60S ribosomal protein L6 OS=Homo sapiens GN=RPL6 PE=1 SV=3	5210.74	6451.48
>sp|P07602|SAP_HUMAN Proactivator polypeptide OS=Homo sapiens GN=PSAP PE=1 SV=2	3504.81	5107.86
>sp|P62316|SMD2_HUMAN Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens GN=SNRPD2 PE=1 SV=1	3644.63	2576.15
>sp|Q9UNX3|RL26L_HUMAN 60S ribosomal protein L26-like 1 OS=Homo sapiens GN=RPL26L1 PE=1 SV=1	4168.83	4532.80
>sp|Q02790|FKBP4_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens GN=FKBP4 PE=1 SV=3	1171.07	2989.31
>sp|P48643|TCPE_HUMAN T-complex protein 1 subunit epsilon OS=Homo sapiens GN=CCT5 PE=1 SV=1	3138.89	3944.24
>sp|P07951-2|TPM2_HUMAN Isoform 2 of Tropomyosin beta chain OS=Homo sapiens GN=TPM2	3243.48	2808.05
>sp|P62854|RS26_HUMAN 40S ribosomal protein S26 OS=Homo sapiens GN=RPS26 PE=1 SV=3	3565.06	4667.02
>sp|Q06323|PSME1_HUMAN Proteasome activator complex subunit 1 OS=Homo sapiens GN=PSME1 PE=1 SV=1	2064.23	2199.50
>sp|P26038|MOES_HUMAN Moesin OS=Homo sapiens GN=MSN PE=1 SV=3	3233.16	4280.35
>sp|P62277|RS13_HUMAN 40S ribosomal protein S13 OS=Homo sapiens GN=RPS13 PE=1 SV=2	5514.36	3871.08
>sp|O75367-2|H2AY_HUMAN Isoform 1 of Core histone macro-H2A.1 OS=Homo sapiens GN=H2AFY	3467.13	4264.61
>sp|P07602-3|SAP_HUMAN Isoform Sap-mu-9 of Proactivator polypeptide OS=Homo sapiens GN=PSAP	3348.27	5034.67
>sp|P07602-2|SAP_HUMAN Isoform Sap-mu-6 of Proactivator polypeptide OS=Homo sapiens GN=PSAP	3344.25	5034.67
>sp|Q13283|G3BP1_HUMAN Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens GN=G3BP1 PE=1 SV=1	2548.77	4430.90
>sp|P50991|TCPD_HUMAN T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4	4894.05	3741.89
>sp|Q15233|NONO_HUMAN Non-POU domain-containing octamer-binding protein OS=Homo sapiens GN=NONO PE=1 SV=4	1688.93	2002.18
>sp|P39023|RL3_HUMAN 60S ribosomal protein L3 OS=Homo sapiens GN=RPL3 PE=1 SV=2	4896.01	5992.12
>sp|P31948|STIP1_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens GN=STIP1 PE=1 SV=1	2125.63	2398.34
>sp|P09493-3|TPM1_HUMAN Isoform 3 of Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1	2103.67	2170.69
>sp|P63000-2|RAC1_HUMAN Isoform B of Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens GN=RAC1	1974.07	2526.21
>sp|O75367-3|H2AY_HUMAN Isoform 3 of Core histone macro-H2A.1 OS=Homo sapiens GN=H2AFY	3316.20	4132.45
>sp|Q9UQ80|PA2G4_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens GN=PA2G4 PE=1 SV=3	4425.29	4211.05
>sp|Q13263|TIF1B_HUMAN Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28 PE=1 SV=5	1162.69	1056.75
>sp|Q13263-2|TIF1B_HUMAN Isoform 2 of Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28	1172.72	1076.16
>sp|P46781|RS9_HUMAN 40S ribosomal protein S9 OS=Homo sapiens GN=RPS9 PE=1 SV=3	4429.02	5227.66
>sp|P09493-4|TPM1_HUMAN Isoform 4 of Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1	2093.68	2141.93
>sp|P08134|RHOC_HUMAN Rho-related GTP-binding protein RhoC OS=Homo sapiens GN=RHOC PE=1 SV=1	3618.09	2960.41
>sp|P35232|PHB_HUMAN Prohibitin OS=Homo sapiens GN=PHB PE=1 SV=1	4181.42	4337.95
>sp|Q04760|LGUL_HUMAN Lactoylglutathione lyase OS=Homo sapiens GN=GLO1 PE=1 SV=4	1569.58	2214.82
>sp|P17987|TCPA_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens GN=TCP1 PE=1 SV=1	4172.03	4703.60
>sp|P17844|DDX5_HUMAN Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens GN=DDX5 PE=1 SV=1	1689.21	2170.95
">sp|P49411|EFTU_HUMAN Elongation factor Tu, mitochondrial OS=Homo sapiens GN=TUFM PE=1 SV=2"	3748.86	3799.97
>sp|P18124|RL7_HUMAN 60S ribosomal protein L7 OS=Homo sapiens GN=RPL7 PE=1 SV=1	3840.26	4222.48
>sp|P62273|RS29_HUMAN 40S ribosomal protein S29 OS=Homo sapiens GN=RPS29 PE=1 SV=2	5109.65	2380.04
>sp|P28066|PSA5_HUMAN Proteasome subunit alpha type-5 OS=Homo sapiens GN=PSMA5 PE=1 SV=3	2217.03	2794.98
>sp|P67809|YBOX1_HUMAN Nuclease-sensitive element-binding protein 1 OS=Homo sapiens GN=YBX1 PE=1 SV=3	3952.94	3680.90
>sp|P40227|TCPZ_HUMAN T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=1 SV=3	2981.86	2842.52
>sp|O60506-3|HNRPQ_HUMAN Isoform 3 of Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP	3517.31	2721.94
>sp|P12956|XRCC6_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens GN=XRCC6 PE=1 SV=2	3030.22	3039.50
>sp|P58546|MTPN_HUMAN Myotrophin OS=Homo sapiens GN=MTPN PE=1 SV=2	2153.49	2463.64
>sp|P83731|RL24_HUMAN 60S ribosomal protein L24 OS=Homo sapiens GN=RPL24 PE=1 SV=1	3075.83	5932.58
>sp|P31150|GDIA_HUMAN Rab GDP dissociation inhibitor alpha OS=Homo sapiens GN=GDI1 PE=1 SV=2	1743.83	1816.28
>sp|P07951|TPM2_HUMAN Tropomyosin beta chain OS=Homo sapiens GN=TPM2 PE=1 SV=1	2872.07	2445.20
>sp|P49458|SRP09_HUMAN Signal recognition particle 9 kDa protein OS=Homo sapiens GN=SRP9 PE=1 SV=2	2165.97	1531.40
>sp|P55060|XPO2_HUMAN Exportin-2 OS=Homo sapiens GN=CSE1L PE=1 SV=3	1293.01	6211.39
">sp|P07954-2|FUMH_HUMAN Isoform Cytoplasmic of Fumarate hydratase, mitochondrial OS=Homo sapiens GN=FH"	6211.09	4621.94
>sp|Q15843|NEDD8_HUMAN NEDD8 OS=Homo sapiens GN=NEDD8 PE=1 SV=1	2213.36	3371.84
>sp|Q15369|ELOC_HUMAN Transcription elongation factor B polypeptide 1 OS=Homo sapiens GN=TCEB1 PE=1 SV=1	3324.84	1607.20
>sp|Q99584|S10AD_HUMAN Protein S100-A13 OS=Homo sapiens GN=S100A13 PE=1 SV=1	2594.00	5459.29
>sp|Q9Y3U8|RL36_HUMAN 60S ribosomal protein L36 OS=Homo sapiens GN=RPL36 PE=1 SV=3	5795.57	5011.05
>sp|Q13838|DX39B_HUMAN Spliceosome RNA helicase DDX39B OS=Homo sapiens GN=DDX39B PE=1 SV=1	3182.48	3665.97
">sp|P52209|6PGD_HUMAN 6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens GN=PGD PE=1 SV=3"	1088.64	1871.45
>sp|P50502|F10A1_HUMAN Hsc70-interacting protein OS=Homo sapiens GN=ST13 PE=1 SV=2	1988.94	2613.43
">sp|P13645|K1C10_HUMAN Keratin, type I cytoskeletal 10 OS=Homo sapiens GN=KRT10 PE=1 SV=6"	4269.39	5398.16
>sp|P62308|RUXG_HUMAN Small nuclear ribonucleoprotein G OS=Homo sapiens GN=SNRPG PE=1 SV=1	3901.07	2831.14
>sp|O60506|HNRPQ_HUMAN Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP PE=1 SV=2	3300.65	2514.62
>sp|P51149|RAB7A_HUMAN Ras-related protein Rab-7a OS=Homo sapiens GN=RAB7A PE=1 SV=1	1583.01	1974.36
>sp|O75083|WDR1_HUMAN WD repeat-containing protein 1 OS=Homo sapiens GN=WDR1 PE=1 SV=4	2349.56	2096.19
>sp|Q13185|CBX3_HUMAN Chromobox protein homolog 3 OS=Homo sapiens GN=CBX3 PE=1 SV=4	794.17	2027.57
">sp|P48735|IDHP_HUMAN Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens GN=IDH2 PE=1 SV=2"	276.10	152.28
>sp|P07858|CATB_HUMAN Cathepsin B OS=Homo sapiens GN=CTSB PE=1 SV=3	3743.19	3180.32
">sp|P30084|ECHM_HUMAN Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens GN=ECHS1 PE=1 SV=4"	2162.00	1802.31
">sp|P63167|DYL1_HUMAN Dynein light chain 1, cytoplasmic OS=Homo sapiens GN=DYNLL1 PE=1 SV=1"	1174.69	3169.61
>sp|Q9BRA2|TXD17_HUMAN Thioredoxin domain-containing protein 17 OS=Homo sapiens GN=TXNDC17 PE=1 SV=1	2618.43	2739.76
>sp|P18085|ARF4_HUMAN ADP-ribosylation factor 4 OS=Homo sapiens GN=ARF4 PE=1 SV=3	3282.44	3625.12
>sp|Q99714|HCD2_HUMAN 3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens GN=HSD17B10 PE=1 SV=3	2743.19	2142.59
>sp|Q15819|UB2V2_HUMAN Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens GN=UBE2V2 PE=1 SV=4	1703.27	2448.79
>sp|P60900|PSA6_HUMAN Proteasome subunit alpha type-6 OS=Homo sapiens GN=PSMA6 PE=1 SV=1	2586.33	2042.93
>sp|O60701|UGDH_HUMAN UDP-glucose 6-dehydrogenase OS=Homo sapiens GN=UGDH PE=1 SV=1	255.71	333.81
">sp|P23246|SFPQ_HUMAN Splicing factor, proline- and glutamine-rich OS=Homo sapiens GN=SFPQ PE=1 SV=2"	1864.41	2086.09
>sp|P11940|PABP1_HUMAN Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=2	2890.47	2514.88
>sp|P14649|MYL6B_HUMAN Myosin light chain 6B OS=Homo sapiens GN=MYL6B PE=1 SV=1	2187.59	1350.07
>sp|Q9H3K6|BOLA2_HUMAN BolA-like protein 2 OS=Homo sapiens GN=BOLA2 PE=1 SV=1	1687.93	1680.79
>sp|Q15691|MARE1_HUMAN Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens GN=MAPRE1 PE=1 SV=3	856.20	1439.13
>sp|P12268|IMDH2_HUMAN Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens GN=IMPDH2 PE=1 SV=2	4695.18	3144.61
>sp|O14818|PSA7_HUMAN Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1	1118.54	2847.70
>sp|P04843|RPN1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens GN=RPN1 PE=1 SV=1	2888.42	2315.84
>sp|Q99832|TCPH_HUMAN T-complex protein 1 subunit eta OS=Homo sapiens GN=CCT7 PE=1 SV=2	2652.80	3636.84
>sp|Q13151|ROA0_HUMAN Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens GN=HNRNPA0 PE=1 SV=1	2514.80	1391.70
>sp|Q9P0L0|VAPA_HUMAN Vesicle-associated membrane protein-associated protein A OS=Homo sapiens GN=VAPA PE=1 SV=3	1975.91	2289.92
>sp|P84098|RL19_HUMAN 60S ribosomal protein L19 OS=Homo sapiens GN=RPL19 PE=1 SV=1	2613.98	3284.73
>sp|P25786|PSA1_HUMAN Proteasome subunit alpha type-1 OS=Homo sapiens GN=PSMA1 PE=1 SV=1	2479.85	6601.45
>sp|P61088|UBE2N_HUMAN Ubiquitin-conjugating enzyme E2 N OS=Homo sapiens GN=UBE2N PE=1 SV=1	3539.75	3576.18
>sp|P13667|PDIA4_HUMAN Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2	2064.91	2593.91
">sp|P54819|KAD2_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens GN=AK2 PE=1 SV=2"	4366.03	3716.96
>sp|Q92945|FUBP2_HUMAN Far upstream element-binding protein 2 OS=Homo sapiens GN=KHSRP PE=1 SV=4	2516.75	2111.95
>sp|O43852-3|CALU_HUMAN Isoform 3 of Calumenin OS=Homo sapiens GN=CALU	843.08	1168.07
>sp|Q8NC51-3|PAIRB_HUMAN Isoform 3 of Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens GN=SERBP1	2612.24	3467.36
>sp|O00244|ATOX1_HUMAN Copper transport protein ATOX1 OS=Homo sapiens GN=ATOX1 PE=1 SV=1	1591.56	2353.90
>sp|P35637-2|FUS_HUMAN Isoform Short of RNA-binding protein FUS OS=Homo sapiens GN=FUS	1408.00	2070.24
>sp|Q00610-2|CLH1_HUMAN Isoform 2 of Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC	2776.20	2898.76
>sp|O95336|6PGL_HUMAN 6-phosphogluconolactonase OS=Homo sapiens GN=PGLS PE=1 SV=2	1261.33	1237.18
>sp|Q9BR76|COR1B_HUMAN Coronin-1B OS=Homo sapiens GN=CORO1B PE=1 SV=1	559.14	556.20
>sp|Q09028-3|RBBP4_HUMAN Isoform 3 of Histone-binding protein RBBP4 OS=Homo sapiens GN=RBBP4	1626.48	1756.98
>sp|P62847|RS24_HUMAN 40S ribosomal protein S24 OS=Homo sapiens GN=RPS24 PE=1 SV=1	4564.33	2556.56
>sp|Q14697-2|GANAB_HUMAN Isoform 2 of Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB	2306.13	2811.34
>sp|P20290|BTF3_HUMAN Transcription factor BTF3 OS=Homo sapiens GN=BTF3 PE=1 SV=1	3364.70	2744.99
>sp|Q8NC51|PAIRB_HUMAN Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens GN=SERBP1 PE=1 SV=2	2464.66	3115.70
>sp|Q16629-3|SRSF7_HUMAN Isoform 3 of Serine/arginine-rich splicing factor 7 OS=Homo sapiens GN=SRSF7	2043.64	1141.73
>sp|P20700|LMNB1_HUMAN Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=1 SV=2	1892.00	1947.29
>sp|P60763|RAC3_HUMAN Ras-related C3 botulinum toxin substrate 3 OS=Homo sapiens GN=RAC3 PE=1 SV=1	1523.86	2002.59
>sp|P07205|PGK2_HUMAN Phosphoglycerate kinase 2 OS=Homo sapiens GN=PGK2 PE=1 SV=3	3382.09	3453.29
>sp|Q8NC51-2|PAIRB_HUMAN Isoform 2 of Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens GN=SERBP1	2551.62	3101.78
>sp|O43852-4|CALU_HUMAN Isoform 4 of Calumenin OS=Homo sapiens GN=CALU	690.04	1181.55
>sp|O43390|HNRPR_HUMAN Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1	2002.19	1922.70
>sp|P05062|ALDOB_HUMAN Fructose-bisphosphate aldolase B OS=Homo sapiens GN=ALDOB PE=1 SV=2	1217.85	1639.01
>sp|Q8NBS9|TXND5_HUMAN Thioredoxin domain-containing protein 5 OS=Homo sapiens GN=TXNDC5 PE=1 SV=2	1030.87	1565.87
>sp|Q99623|PHB2_HUMAN Prohibitin-2 OS=Homo sapiens GN=PHB2 PE=1 SV=2	3609.42	3598.22
>sp|Q14974|IMB1_HUMAN Importin subunit beta-1 OS=Homo sapiens GN=KPNB1 PE=1 SV=2	2709.20	2610.65
>sp|P30040|ERP29_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens GN=ERP29 PE=1 SV=4	1024.79	1540.50
>sp|O75369-2|FLNB_HUMAN Isoform 2 of Filamin-B OS=Homo sapiens GN=FLNB	4991.10	5032.34
>sp|Q13404-1|UB2V1_HUMAN Isoform 1 of Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens GN=UBE2V1	1533.21	2083.96
>sp|Q9UKK9|NUDT5_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens GN=NUDT5 PE=1 SV=1	1475.96	2331.72
>sp|P21964-2|COMT_HUMAN Isoform Soluble of Catechol O-methyltransferase OS=Homo sapiens GN=COMT	1077.00	1035.11
>sp|Q09028-2|RBBP4_HUMAN Isoform 2 of Histone-binding protein RBBP4 OS=Homo sapiens GN=RBBP4	1587.58	1307.41
>sp|P84085|ARF5_HUMAN ADP-ribosylation factor 5 OS=Homo sapiens GN=ARF5 PE=1 SV=2	2892.98	3565.60
>sp|O00148|DX39A_HUMAN ATP-dependent RNA helicase DDX39A OS=Homo sapiens GN=DDX39A PE=1 SV=2	2292.85	2648.94
>sp|P35241|RADI_HUMAN Radixin OS=Homo sapiens GN=RDX PE=1 SV=1	2062.63	2582.03
